Player,grupo_posicional,similar_1,score_1,similar_2,score_2,similar_3,score_3,similar_4,score_4,similar_5,score_5,similar_6,score_6,similar_7,score_7,similar_8,score_8,similar_9,score_9,similar_10,score_10,similar_11,score_11,similar_12,score_12,similar_13,score_13,similar_14,score_14,similar_15,score_15
Malo Gusto,Lateral derecho,Marco Sangalli,0.8212,Brooke Norton-Cuffy,0.753,Ainsley Maitland-Niles,0.7237,Ruben Aguilar,0.7152,Emil Holm,0.711,Wesley,0.6946,Rasmus Kristensen,0.6738,Mantilla,0.6557,Joe Scally,0.6469,Valentin Rosier,0.6463,Santiago Mouriño,0.637,Saud Abdulhamid,0.6241,Marcos Llorente,0.5789,Zeki Çelik,0.5733,Achraf Hakimi,0.5661
Matt Doherty,Lateral derecho,Lorenzo De Silvestri,0.9782,Rafik Messali,0.9443,Noussair Mazraoui,0.9433,Pol Lirola,0.9067,Iván Balliu,0.9066,Aurélio Buta,0.9061,Woyo Coulibaly,0.8935,Buba Sangaré,0.8583,Renzo Saravia,0.8506,Sacha Boey,0.8498,Ángel Ortíz,0.8491,Nacho Pérez,0.8432,Sebastian Walukiewicz,0.829,Leonidas Stergiou,0.8231,Cenny Neumann,0.7789
Nicolò Savona,Lateral derecho,Oliver Sonne,0.9579,Javier Boñar,0.9167,Thomas Meunier,0.8944,Rafik Belghali,0.8659,Benjamin Henrichs,0.8645,Djibril Sidibé,0.8561,Álvaro Odriozola,0.8504,Denzel Dumfries,0.8343,Giovanni Di Lorenzo,0.8294,Héctor Bellerín,0.8282,Silvan Widmer,0.8269,Mateu Morey,0.8165,Alessandro Zanoli,0.8155,Warren Kamanzi,0.808,Fodé Doucouré,0.7928
Jeremie Frimpong,Lateral derecho,Omar Traoré,0.7719,Rubén,0.6878,Yukinari Sugawara,0.6319,Ben White,0.6135,Marco Palestra,0.6003,Sebastian Sebulonsen,0.5923,Bouna Sarr,0.5862,Jackson Tchatchoua,0.5671,Nadir Zortea,0.5658,Tino Livramento,0.551,Andrei Ratiu,0.5447,William Mikelbrencis,0.5445,Dodô,0.543,Trent Alexander-Arnold,0.5354,Kelvin Amian,0.535
Kevin,Lateral derecho,Víctor García,0.9224,Josha Vagnoman,0.9203,Marco Palestra,0.8901,Matty Cash,0.8807,Mërgim Vojvoda,0.8781,Zachary Athekame,0.8307,Denzel Dumfries,0.8175,Marius Wolf,0.8103,Valentin Gendrey,0.8073,João Cancelo,0.8004,Rafik Belghali,0.7964,Achraf Hakimi,0.7864,Giovanni Di Lorenzo,0.7593,Óscar Mingueza,0.753,Héctor Fort,0.7174
Joël Veltman,Lateral derecho,Kingsley Ehizibue,0.7974,Arnau Martinez,0.7963,Igor Carioca,0.791,Kenny Tete,0.7807,Mats Wieffer,0.7807,Joshua Acheampong,0.7659,James Justin,0.7574,Kiko Femenía,0.756,Kyle Walker-Peters,0.7436,Marvin Senaya,0.7428,Nahuel Tenaglia,0.7228,Jordan Teze,0.7186,Carmona,0.7132,Mateu Morey,0.7127,Jon Aramburu,0.7027
Noussair Mazraoui,Lateral derecho,Rafik Messali,0.9552,Woyo Coulibaly,0.9537,Iván Balliu,0.9491,Renzo Saravia,0.949,Matt Doherty,0.9433,Lorenzo De Silvestri,0.9301,Sacha Boey,0.8981,Aurélio Buta,0.8866,Ola Aina,0.8864,Jonny Castro,0.8826,Nacho Pérez,0.8814,Buba Sangaré,0.866,Pol Lirola,0.85,Nacho Vidal,0.8417,Danilo Veiga,0.8214
Aaron Hickey,Lateral derecho,Xavi Espart,0.9447,Manuel Lazzari,0.9433,Alessandro Di Pardo,0.9415,Nacho Vidal,0.9337,Woyo Coulibaly,0.9086,Ola Aina,0.882,Jonny Castro,0.8807,Arkadiusz Pyrka,0.8741,Dimitri Foulquier,0.8485,Sacha Boey,0.8187,Noussair Mazraoui,0.8011,Christ-Owen Kouassi,0.7824,Lutsharel Geertruida,0.7823,Kelvin Amian,0.7712,Nacho Pérez,0.7599
Ki-Jana Hoever,Lateral derecho,Nathan Patterson,0.9466,Loïc Nego,0.897,Timothy Castagne,0.8762,Sebastian Sebulonsen,0.8314,David Jiménez,0.8038,Pedro Lima,0.8006,Hans Hateboer,0.7812,Lamine Sy,0.7645,Lutsharel Geertruida,0.7356,Maxime Colin,0.6714,Timothee Pembele,0.6534,Fallou Cham,0.6304,Bouna Sarr,0.6067,Lucas Ahijado,0.5979,Daniel Oyegoke,0.5974
Rico Lewis,Lateral derecho,Ignace Van Der Brempt,0.837,Adam Smith,0.8209,Carlens Arcus,0.7926,Conor Bradley,0.768,Ismael Bekhoucha,0.7315,Thierry Correia,0.7039,Kyle Walker,0.6842,Omar Traoré,0.6732,Renzo Saravia,0.6395,Aaron Wan-Bissaka,0.6196,Sael Kumbedi,0.5859,Rafik Messali,0.5774,Omar El Hilali,0.5409,Carmona,0.534,Nacho Pérez,0.5267
Jurriën Timber,Lateral derecho,Michael Amir Murillo,0.958,Javi Rueda,0.9509,Valentin Gendrey,0.9489,Guéla Doué,0.9486,Konrad Laimer,0.9173,Lucas Vázquez,0.9141,Denzel Dumfries,0.8847,Zachary Athekame,0.8775,Warren Kamanzi,0.8585,Matty Cash,0.8478,Mats Wieffer,0.8437,João Cancelo,0.8417,Lilian Raolisoa,0.8393,Mateu Morey,0.8378,Josip Juranović,0.8345
Joshua Acheampong,Lateral derecho,Nahuel Tenaglia,0.8963,Benjamin Henrichs,0.8881,James Justin,0.8706,Abdoul Ouattara,0.8625,Sergio Carreira,0.8581,Kyle Walker-Peters,0.8393,João Mário Lopes,0.8385,Silvan Widmer,0.8235,Warren Kamanzi,0.8235,Kiko Femenía,0.818,Arnau Martinez,0.8065,Enrico Delprato,0.789,Igor Carioca,0.7784,Joël Veltman,0.7659,Álvaro Odriozola,0.7642
Daniel Muñoz,Lateral derecho,João Cancelo,0.9724,Nahuel Molina,0.9616,Reece James,0.9458,Lukas Kübler,0.9381,Ridle Baku,0.9303,Fabien Centonze,0.9232,Konrad Laimer,0.9203,Fodé Doucouré,0.9202,Silvan Widmer,0.9123,Marius Wolf,0.9077,Przemysław Frankowski,0.8904,Víctor García,0.8759,Guéla Doué,0.8666,Jordan Teze,0.8651,Mats Wieffer,0.8627
Nathaniel Clyne,Lateral derecho,Gabriele Zappa,0.9022,Aaron Wan-Bissaka,0.8975,Sael Kumbedi,0.8903,Álvaro Núñez,0.8437,Jesús Areso,0.8412,Kenny Lala,0.8222,Sebastian Walukiewicz,0.772,Andoni Gorosabel,0.7617,Kyle Walker,0.7615,Adam Smith,0.7256,Romano Floriani,0.7128,Carlens Arcus,0.7055,Tino Livramento,0.6925,Christopher Trimmel,0.6834,Hamari Traoré,0.6669
Adam Smith,Lateral derecho,Ignace Van Der Brempt,0.8858,Carlens Arcus,0.8671,Rico Lewis,0.8209,Kyle Walker,0.8188,Aaron Wan-Bissaka,0.8109,Sebastian Walukiewicz,0.7401,Álvaro Núñez,0.727,Nathaniel Clyne,0.7256,Sael Kumbedi,0.7107,Lorenzo De Silvestri,0.7012,Jesús Areso,0.6878,Omar El Hilali,0.681,Conor Bradley,0.6808,Kenny Lala,0.6713,Nadir Zortea,0.6666
Timothy Castagne,Lateral derecho,Loïc Nego,0.9264,Nathan Patterson,0.9025,Ki-Jana Hoever,0.8762,Lamine Sy,0.8631,Lutsharel Geertruida,0.8452,Timothee Pembele,0.8418,Frederic Guilbert,0.8328,Pedro Lima,0.8199,Sebastian Sebulonsen,0.8101,Nacho Vidal,0.797,Bouna Sarr,0.793,Hans Hateboer,0.7643,Fallou Cham,0.7557,Ola Aina,0.7429,Maxime Colin,0.7388
Jackson Tchatchoua,Lateral derecho,Tino Livramento,0.8769,Kenny Lala,0.8661,Timothy Chandler,0.854,Jusuf Gazibegović,0.8417,Finley Stevens,0.8417,Dani Carvajal,0.8051,Kosta Nedeljković,0.7928,Gabriele Zappa,0.7905,Mathieu Acapandié,0.7875,Álvaro Núñez,0.7862,Romano Floriani,0.7815,Kelvin Amian,0.7781,Sebastian Sebulonsen,0.7766,Ali Dembélé,0.7675,Tariq Lamptey,0.7349
Kieran Trippier,Lateral derecho,Nadir Zortea,0.9021,Cléo Melieres,0.8685,Steeve Kango,0.8526,Ilane Touré,0.8179,Séamus Coleman,0.8158,Kenny Lala,0.8116,Romano Floriani,0.8008,Tino Livramento,0.8005,Christopher Trimmel,0.7882,Jesús Areso,0.7861,Álvaro Núñez,0.7767,Pol Lirola,0.7605,Emil Krafth,0.758,Miguel Calatayud,0.7498,Elias Baum,0.7451
Ola Aina,Lateral derecho,Nacho Vidal,0.9741,Jonny Castro,0.9514,Woyo Coulibaly,0.9314,Noussair Mazraoui,0.8864,Alex Freeman,0.8863,Aaron Hickey,0.882,Iván Balliu,0.8628,Lutsharel Geertruida,0.8493,Christ-Owen Kouassi,0.8422,Loïc Nego,0.8359,Xavi Espart,0.8338,Alessandro Di Pardo,0.8326,Maxime Colin,0.8271,Cenny Neumann,0.8112,Dimitri Foulquier,0.8094
Lutsharel Geertruida,Lateral derecho,Maxime Colin,0.9623,Alex Freeman,0.8653,Jonny Castro,0.8559,Nacho Vidal,0.8534,Loïc Nego,0.8523,Ola Aina,0.8493,Timothy Castagne,0.8452,Aaron Hickey,0.7823,Christ-Owen Kouassi,0.7797,Sebastian Sebulonsen,0.7751,Adrià Altimira,0.7746,Cenny Neumann,0.77,Nathan Patterson,0.7698,Alessandro Di Pardo,0.7629,Elseid Hysaj,0.7529
Kenny Tete,Lateral derecho,Marvin Senaya,0.9557,Jon Aramburu,0.9175,Joël Veltman,0.7807,Kingsley Ehizibue,0.7065,Nahuel Tenaglia,0.6923,Kyle Walker-Peters,0.6922,Igor Carioca,0.6433,Mateu Morey,0.6147,Jordan Teze,0.5963,Fabien Centonze,0.5948,James Justin,0.5936,Hugo Rincón,0.5876,Jayden Bogle,0.5871,Frederic Guilbert,0.5417,Carmona,0.5196
James Justin,Lateral derecho,Lukas Kübler,0.8836,Joshua Acheampong,0.8706,Mats Wieffer,0.858,Ridle Baku,0.844,Silvan Widmer,0.8314,Arnau Martinez,0.821,João Cancelo,0.8164,Daniel Muñoz,0.8073,Jordan Teze,0.8006,Fabien Centonze,0.8001,Jayden Bogle,0.7869,Benjamin Henrichs,0.7673,Nahuel Tenaglia,0.7622,Joël Veltman,0.7574,Warren Kamanzi,0.7495
Aaron Wan-Bissaka,Lateral derecho,Kyle Walker,0.9507,Nathaniel Clyne,0.8975,Sebastian Walukiewicz,0.8837,Carlens Arcus,0.8602,Omar El Hilali,0.8427,Andoni Gorosabel,0.8238,Jesús Areso,0.8187,Hamari Traoré,0.8122,Adam Smith,0.8109,Nacho Pérez,0.7984,Ignace Van Der Brempt,0.7704,Lorenzo De Silvestri,0.7545,Cenny Neumann,0.7436,Sael Kumbedi,0.7374,Gabriele Zappa,0.7231
Kyle Walker-Peters,Lateral derecho,Igor Carioca,0.9132,Nahuel Tenaglia,0.8642,Joshua Acheampong,0.8393,João Mário Lopes,0.8353,Benjamin Henrichs,0.81,Abdoul Ouattara,0.7836,Mateu Morey,0.7568,Sergio Carreira,0.7552,Joël Veltman,0.7436,Enrico Delprato,0.7282,Álvaro Odriozola,0.7151,Javier Boñar,0.7147,Kingsley Ehizibue,0.7141,Giovanni Di Lorenzo,0.6925,Kenny Tete,0.6922
Mats Wieffer,Lateral derecho,Jordan Teze,0.9344,Fabien Centonze,0.9144,Lukas Kübler,0.9094,Guéla Doué,0.891,Jayden Bogle,0.8897,Arnau Martinez,0.889,Javi Rueda,0.878,Daniel Muñoz,0.8627,James Justin,0.858,Reece James,0.8504,Jurriën Timber,0.8437,João Cancelo,0.8296,Ridle Baku,0.8296,Carmona,0.8267,Konrad Laimer,0.8248
Tino Livramento,Lateral derecho,Kenny Lala,0.9648,Álvaro Núñez,0.9217,Kelvin Amian,0.9018,Dani Carvajal,0.888,Jackson Tchatchoua,0.8769,Séamus Coleman,0.8434,Jusuf Gazibegović,0.8232,Finley Stevens,0.8232,Kosta Nedeljković,0.8214,Timothy Chandler,0.8161,Arkadiusz Pyrka,0.8079,Kieran Trippier,0.8005,Mathieu Acapandié,0.7771,Othniel Raterink,0.7668,Souleymane Touré,0.7668
Reece James,Lateral derecho,João Cancelo,0.949,Daniel Muñoz,0.9458,Przemysław Frankowski,0.931,Nahuel Molina,0.9217,Konrad Laimer,0.8984,Ridle Baku,0.8902,Marius Wolf,0.8819,Manolis Saliakas,0.8807,Fabien Centonze,0.8778,Lukas Kübler,0.8765,Jayden Bogle,0.874,Guéla Doué,0.8729,Lilian Raolisoa,0.8702,Matty Cash,0.8687,Zachary Athekame,0.8655
Séamus Coleman,Lateral derecho,Steeve Kango,0.8939,Kelvin Amian,0.8859,Álex Jiménez,0.8827,Kosta Nedeljković,0.8482,Jusuf Gazibegović,0.8454,Finley Stevens,0.8454,Timothy Chandler,0.8437,Tino Livramento,0.8434,Miguel Calatayud,0.8338,Ali Dembélé,0.8221,Emil Krafth,0.8164,Kieran Trippier,0.8158,Arkadiusz Pyrka,0.8155,Dimitri Foulquier,0.8083,Matteo Darmian,0.8045
Jake O'Brien,Lateral derecho,Adam Marušić,0.9366,Brooke Norton-Cuffy,0.7054,Enrico Delprato,0.6985,Zeki Çelik,0.6474,Javier Boñar,0.5904,Abdoul Ouattara,0.5616,Ainsley Maitland-Niles,0.5592,Malo Gusto,0.5584,Valentin Rosier,0.5306,Álvaro Odriozola,0.5244,Héctor Bellerín,0.5218,Sergio Carreira,0.5185,Sascha Britschgi,0.5115,Rasmus Kristensen,0.4956,Achraf Hakimi,0.4931
Kyle Walker,Lateral derecho,Aaron Wan-Bissaka,0.9507,Nacho Pérez,0.9344,Sebastian Walukiewicz,0.9059,Lorenzo De Silvestri,0.8592,Adam Smith,0.8188,Ignace Van Der Brempt,0.807,Carlens Arcus,0.7992,Renzo Saravia,0.7887,Cenny Neumann,0.7872,Alex Freeman,0.7867,Noussair Mazraoui,0.7849,Omar El Hilali,0.7791,Matt Doherty,0.7615,Nathaniel Clyne,0.7615,Elseid Hysaj,0.7609
Nordi Mukiele,Lateral derecho,Mantilla,0.9123,Koffi Kouao,0.88,Trai Hume,0.8741,Jeremy Toljan,0.8615,Joe Scally,0.8553,Pablo Maffeo,0.8516,Iglesias,0.7724,Marco Sangalli,0.7596,Michael Kayode,0.7596,Przemysław Frankowski,0.6148,Guéla Doué,0.5955,João Cancelo,0.5768,Malo Gusto,0.5641,Nahuel Molina,0.5606,Lilian Raolisoa,0.5573
Matheus Nunes,Lateral derecho,Devyne Rensch,0.9242,Marnon Busch,0.8874,Josip Stanišić,0.8714,Héctor Bellerín,0.8375,Arnau Martinez,0.8292,Jules Koundé,0.8239,Warren Kamanzi,0.7907,Djibril Sidibé,0.7817,Konrad Laimer,0.7576,Alessandro Zanoli,0.7404,Héctor Fort,0.7393,Silvan Widmer,0.7212,Diogo Dalot,0.7162,Javi Rueda,0.7107,Ridle Baku,0.7075
Emil Krafth,Lateral derecho,Ilane Touré,0.9547,Mathieu Acapandié,0.9403,Steeve Kango,0.9345,Elias Baum,0.9323,Miguel Calatayud,0.9227,Matteo Darmian,0.9174,Timothy Chandler,0.9148,Jusuf Gazibegović,0.9147,Finley Stevens,0.9147,Kosta Nedeljković,0.9063,Leonidas Stergiou,0.9004,Cléo Melieres,0.8867,Dimitri Foulquier,0.8636,Andrés García,0.8557,Tariq Lamptey,0.8309
Trai Hume,Lateral derecho,Koffi Kouao,0.9276,Iglesias,0.917,Joe Scally,0.9056,Nordi Mukiele,0.8741,Mantilla,0.866,Michael Kayode,0.8373,Pablo Maffeo,0.7658,Jeremy Toljan,0.7275,Marco Sangalli,0.719,Stefano Sabelli,0.5933,Malo Gusto,0.5338,Marius Louer,0.4657,Kyle Walker-Peters,0.4253,Kilian Fischer,0.416,Hugo Rincón,0.4136
Jayden Bogle,Lateral derecho,Jordan Teze,0.9749,Fabien Centonze,0.9178,Mats Wieffer,0.8897,Lukas Kübler,0.8758,Reece James,0.874,Daniel Muñoz,0.8523,Ridle Baku,0.8095,Guéla Doué,0.8005,João Cancelo,0.7951,James Justin,0.7869,Nahuel Molina,0.7804,Pedro Porro,0.7577,Carmona,0.7465,Silvan Widmer,0.739,Przemysław Frankowski,0.7359
Pedro Porro,Lateral derecho,Reece James,0.7838,Jayden Bogle,0.7577,Fabien Centonze,0.726,Przemysław Frankowski,0.7251,Víctor García,0.7095,Daniel Muñoz,0.7087,Fodé Doucouré,0.6867,Matty Cash,0.6819,Jordan Teze,0.6703,João Cancelo,0.6662,Marius Wolf,0.6615,Kevin,0.6493,Zachary Athekame,0.6359,Nahuel Molina,0.6253,Fallou Cham,0.6154
Andrés García,Lateral derecho,Tariq Lamptey,0.9685,Elias Baum,0.8974,Matteo Darmian,0.8858,Ilane Touré,0.8732,Mathieu Acapandié,0.8633,Iñigo Arguibide,0.8622,Emil Krafth,0.8557,Leonidas Stergiou,0.8441,Steeve Kango,0.8407,Timothy Chandler,0.8332,Adrià Altimira,0.8221,Finley Stevens,0.8101,Jusuf Gazibegović,0.8101,Cléo Melieres,0.7897,Miguel Calatayud,0.7731
Matty Cash,Lateral derecho,Zachary Athekame,0.98,Denzel Dumfries,0.9482,Víctor García,0.944,Valentin Gendrey,0.9403,Lilian Raolisoa,0.9189,Lucas Vázquez,0.8973,João Cancelo,0.8909,Michael Amir Murillo,0.8893,Mërgim Vojvoda,0.8835,Josip Juranović,0.8828,Kevin,0.8807,Reece James,0.8687,Thomas Meunier,0.8647,Josha Vagnoman,0.8646,Konrad Laimer,0.8513
Michael Kayode,Lateral derecho,Pablo Maffeo,0.8707,Trai Hume,0.8373,Mantilla,0.8302,Jeremy Toljan,0.8184,Joe Scally,0.7831,Nordi Mukiele,0.7596,Iglesias,0.7497,Koffi Kouao,0.7167,Marius Louer,0.6378,Stefano Sabelli,0.6305,Kilian Fischer,0.6298,Marco Sangalli,0.5658,Igor Carioca,0.5251,Kyle Walker-Peters,0.5132,Malo Gusto,0.5079
Nathan Patterson,Lateral derecho,Ki-Jana Hoever,0.9466,Timothy Castagne,0.9025,Sebastian Sebulonsen,0.8791,David Jiménez,0.8728,Loïc Nego,0.8376,Timothee Pembele,0.8269,Lutsharel Geertruida,0.7698,Hans Hateboer,0.7606,Pedro Lima,0.705,Bouna Sarr,0.6882,Lamine Sy,0.6558,Maxime Colin,0.6465,Fallou Cham,0.6405,Frederic Guilbert,0.6124,Lorenz Assignon,0.597
Diogo Dalot,Lateral derecho,Héctor Fort,0.9295,Jonathan Clauss,0.8856,Marius Wolf,0.8761,Manolis Saliakas,0.8626,Ridle Baku,0.86,Mërgim Vojvoda,0.857,Josip Stanišić,0.8554,Devyne Rensch,0.825,Héctor Bellerín,0.8109,Djibril Sidibé,0.7947,Josha Vagnoman,0.7911,Warren Kamanzi,0.7888,Marnon Busch,0.7868,Nahuel Molina,0.7706,Konrad Laimer,0.7701
Oliver Sonne,Lateral derecho,Nicolò Savona,0.9579,Thomas Meunier,0.9274,Denzel Dumfries,0.8987,Rafik Belghali,0.8895,Giovanni Di Lorenzo,0.8598,Javier Boñar,0.8384,Mateu Morey,0.8161,Josip Juranović,0.8092,Djibril Sidibé,0.806,Matty Cash,0.8036,Valentin Gendrey,0.8007,Lilian Raolisoa,0.7989,Fodé Doucouré,0.7964,Álvaro Odriozola,0.7893,Alessandro Zanoli,0.7714
Pedro Lima,Lateral derecho,Lamine Sy,0.913,Daniel Oyegoke,0.9056,Timothy Castagne,0.8199,Fallou Cham,0.811,Ki-Jana Hoever,0.8006,Loïc Nego,0.792,Anthony Caci,0.7678,Lorenz Assignon,0.7487,Frederic Guilbert,0.739,Bouna Sarr,0.7107,Nathan Patterson,0.705,Luck Zogbé,0.6861,Hans Hateboer,0.6778,Sebastian Sebulonsen,0.6274,Iñigo Lekue,0.6212
Hugo Rincón,Lateral derecho,Kingsley Ehizibue,0.9155,Mateu Morey,0.8298,Michael Amir Murillo,0.7894,Jurriën Timber,0.7054,Joël Veltman,0.6707,Guéla Doué,0.6642,Mantilla,0.6527,Fabien Centonze,0.6482,Valentin Gendrey,0.6041,Kenny Tete,0.5876,João Mário Lopes,0.5842,Javi Rueda,0.5769,Igor Carioca,0.5743,Denzel Dumfries,0.5688,Carmona,0.5658
Miguel Calatayud,Lateral derecho,Steeve Kango,0.9382,Ilane Touré,0.937,Emil Krafth,0.9227,Matteo Darmian,0.8816,Elias Baum,0.8759,Cléo Melieres,0.8579,Timothy Chandler,0.8419,Séamus Coleman,0.8338,Dimitri Foulquier,0.8324,Tiago Santos,0.8254,Mathieu Acapandié,0.8231,Finley Stevens,0.8189,Jusuf Gazibegović,0.8189,Leonidas Stergiou,0.7969,Kosta Nedeljković,0.7887
Jesús Areso,Lateral derecho,Romano Floriani,0.9229,Andoni Gorosabel,0.909,Nadir Zortea,0.8456,Sebastian Walukiewicz,0.8433,Nathaniel Clyne,0.8412,Elias Baum,0.827,Aaron Wan-Bissaka,0.8187,Christopher Trimmel,0.8168,Kieran Trippier,0.7861,Kenny Lala,0.7852,Hamari Traoré,0.7772,Álvaro Núñez,0.7656,Omar El Hilali,0.7644,Cléo Melieres,0.7607,Matteo Darmian,0.7469
Adrià Altimira,Lateral derecho,Christ-Owen Kouassi,0.9153,Tariq Lamptey,0.9144,Cenny Neumann,0.9139,Leonidas Stergiou,0.9064,Mathieu Acapandié,0.8912,Souleymane Touré,0.8819,Othniel Raterink,0.8819,Elseid Hysaj,0.8784,Kosta Nedeljković,0.8679,Alex Freeman,0.8669,Maxime Colin,0.8481,Matteo Darmian,0.8337,Andrés García,0.8221,Jusuf Gazibegović,0.8192,Finley Stevens,0.8192
Álvaro Núñez,Lateral derecho,Kenny Lala,0.9727,Tino Livramento,0.9217,Gabriele Zappa,0.8923,Nathaniel Clyne,0.8437,Nadir Zortea,0.84,Sael Kumbedi,0.8156,Jackson Tchatchoua,0.7862,Kieran Trippier,0.7767,Jesús Areso,0.7656,Omar Traoré,0.7648,Dani Carvajal,0.7528,Kelvin Amian,0.7465,Romano Floriani,0.7384,Trent Alexander-Arnold,0.7347,Adam Smith,0.727
Nahuel Molina,Lateral derecho,Daniel Muñoz,0.9616,Konrad Laimer,0.9438,João Cancelo,0.9384,Fodé Doucouré,0.9369,Przemysław Frankowski,0.936,Djibril Sidibé,0.9319,Ridle Baku,0.9266,Reece James,0.9217,Manolis Saliakas,0.919,Marius Wolf,0.9164,Lilian Raolisoa,0.9096,Lukas Kübler,0.9032,Silvan Widmer,0.9029,Jonathan Clauss,0.8661,Guéla Doué,0.8651
Javi Rueda,Lateral derecho,Jurriën Timber,0.9509,Guéla Doué,0.9072,Konrad Laimer,0.8874,Michael Amir Murillo,0.8865,Jules Koundé,0.8815,Valentin Gendrey,0.8803,Lucas Vázquez,0.8801,Mats Wieffer,0.878,Arnau Martinez,0.8706,Reece James,0.8205,Devyne Rensch,0.819,Zachary Athekame,0.8182,João Cancelo,0.8065,Warren Kamanzi,0.7943,Lukas Kübler,0.7791
Andoni Gorosabel,Lateral derecho,Jesús Areso,0.909,Omar El Hilali,0.8868,Hamari Traoré,0.8763,Aaron Wan-Bissaka,0.8238,Romano Floriani,0.8057,Danilo Veiga,0.7858,Sebastian Walukiewicz,0.7792,Nathaniel Clyne,0.7617,Carlens Arcus,0.7559,Anthony Caci,0.7225,Nadir Zortea,0.7215,Iván Balliu,0.7195,Kyle Walker,0.7177,Ignace Van Der Brempt,0.7168,Ola Aina,0.703
Thierry Correia,Lateral derecho,Ismael Bekhoucha,0.9461,Conor Bradley,0.94,Rubén,0.8595,Carlens Arcus,0.7931,Vanderson,0.784,Ignace Van Der Brempt,0.7582,Tommaso Barbieri,0.7423,Hamari Traoré,0.7123,Rico Lewis,0.7039,Omar El Hilali,0.6852,Danilo Veiga,0.6817,Omar Traoré,0.656,Sael Kumbedi,0.6548,Ivan Smolčić,0.6509,Andoni Gorosabel,0.6059
Dimitri Foulquier,Lateral derecho,Leonidas Stergiou,0.9383,Matteo Darmian,0.9079,Elseid Hysaj,0.9025,Ali Dembélé,0.9005,Christ-Owen Kouassi,0.896,Kosta Nedeljković,0.8917,Souleymane Touré,0.881,Othniel Raterink,0.881,Mathieu Acapandié,0.8792,Woyo Coulibaly,0.8747,Emil Krafth,0.8636,Alessandro Di Pardo,0.8633,Aaron Hickey,0.8485,Kelvin Amian,0.8397,Miguel Calatayud,0.8324
Iván Balliu,Lateral derecho,Buba Sangaré,0.9523,Noussair Mazraoui,0.9491,Rafik Messali,0.9472,Renzo Saravia,0.9066,Matt Doherty,0.9066,Lorenzo De Silvestri,0.9029,Woyo Coulibaly,0.8851,Aurélio Buta,0.8839,Danilo Veiga,0.8722,Jonny Castro,0.8641,Ola Aina,0.8628,Omar El Hilali,0.8508,Sacha Boey,0.8419,Ivan Smolčić,0.8073,Nacho Vidal,0.7956
Xavi Espart,Lateral derecho,Aaron Hickey,0.9447,Arkadiusz Pyrka,0.9169,Alessandro Di Pardo,0.8903,Nacho Pérez,0.873,Nacho Vidal,0.8491,Woyo Coulibaly,0.8447,Jonny Castro,0.8441,Elseid Hysaj,0.8384,Manuel Lazzari,0.8379,Ola Aina,0.8338,Christ-Owen Kouassi,0.8153,Kelvin Amian,0.8106,Dimitri Foulquier,0.8093,Álex Jiménez,0.8081,Noussair Mazraoui,0.8046
Buba Sangaré,Lateral derecho,Iván Balliu,0.9523,Aurélio Buta,0.9304,Rafik Messali,0.9275,Danilo Veiga,0.9184,Noussair Mazraoui,0.866,Omar El Hilali,0.8631,Matt Doherty,0.8583,Renzo Saravia,0.8267,Lorenzo De Silvestri,0.814,Ángel Ortíz,0.8034,Hamari Traoré,0.8021,Ivan Smolčić,0.7949,Sacha Boey,0.7924,Luck Zogbé,0.7837,Ignace Van Der Brempt,0.7668
Allan Nyom,Lateral derecho,Giorgi Gocholeishvili,0.9469,Juanlu Sánchez,0.9079,Marcos Llorente,0.7808,Sascha Britschgi,0.7707,Clément Michelin,0.6952,Emil Holm,0.6277,Santiago Mouriño,0.5531,Ainsley Maitland-Niles,0.5466,Yukinari Sugawara,0.5403,Ruben Aguilar,0.5258,Rubén,0.5235,Valentin Rosier,0.5181,Thierry Correia,0.5137,Julian Ryerson,0.5048,Ismael Bekhoucha,0.5007
Iñigo Arguibide,Lateral derecho,Iñigo Lekue,0.8706,Andrés García,0.8622,Tariq Lamptey,0.8281,Leonidas Stergiou,0.79,Emil Krafth,0.7887,Matteo Darmian,0.7769,Elias Baum,0.7768,Ilane Touré,0.7675,Mathieu Acapandié,0.7519,Adrià Altimira,0.7488,Cléo Melieres,0.7404,Steeve Kango,0.7246,Timothy Chandler,0.7081,Ángel Ortíz,0.7044,Miguel Calatayud,0.703
Ángel Ortíz,Lateral derecho,Aurélio Buta,0.9265,Luck Zogbé,0.9176,Pol Lirola,0.8808,Steeve Kango,0.8659,Cléo Melieres,0.8534,Matt Doherty,0.8491,Matteo Darmian,0.8433,Elias Baum,0.8371,Tiago Santos,0.8173,Danilo Veiga,0.816,Buba Sangaré,0.8034,Leonidas Stergiou,0.7994,Anthony Caci,0.7958,Noussair Mazraoui,0.7925,Woyo Coulibaly,0.7808
Nacho Pérez,Lateral derecho,Kyle Walker,0.9344,Lorenzo De Silvestri,0.9159,Noussair Mazraoui,0.8814,Sebastian Walukiewicz,0.8798,Alex Freeman,0.8777,Xavi Espart,0.873,Elseid Hysaj,0.8684,Cenny Neumann,0.867,Christ-Owen Kouassi,0.8624,Renzo Saravia,0.8592,Matt Doherty,0.8432,Jonny Castro,0.8323,Woyo Coulibaly,0.8305,Rafik Messali,0.7987,Ola Aina,0.7986
